Date,Open,High,Low,Close,Adj Close,Volume
2020-07-23,7500.000000,7500.000000,6673.000000,6818.032227,6818.032227,15210
2020-07-24,6599.996094,6599.996094,6197.996094,6358.286133,6358.286133,24090
2020-07-27,6343.680176,6800.000000,6274.000000,6776.720215,6776.720215,18680
2020-07-28,6625.000000,6840.000000,6500.000000,6528.374023,6528.374023,8145
2020-07-29,6540.003906,6737.799805,6540.000000,6591.481934,6591.481934,2870
2020-07-30,6580.000000,6660.000000,6573.000000,6610.001953,6610.001953,2505
2020-07-31,6720.000000,6720.000000,6322.401855,6389.888184,6389.888184,12730
2020-08-03,6560.000000,6820.000000,6560.000000,6719.837891,6719.837891,14280
2020-08-04,6820.000000,6920.000000,6678.200195,6743.600098,6743.600098,5335
2020-08-05,6676.000000,6697.370117,6600.001953,6654.200195,6654.200195,3410
2020-08-06,6680.000000,6782.399902,6620.729980,6685.724121,6685.724121,6040
2020-08-07,6685.724121,6729.998047,6374.198242,6490.500000,6490.500000,8055
2020-08-10,6440.000000,6440.000000,6208.361816,6327.337891,6327.337891,12070
2020-08-11,6320.000000,6320.000000,6100.000000,6164.790039,6164.790039,5060
2020-08-12,6463.799805,7075.359863,6450.001953,6941.799805,6941.799805,26120
2020-08-13,7196.000000,7359.998047,7053.401855,7208.770020,7208.770020,39590
2020-08-14,7308.000000,7345.000000,7186.259766,7234.333984,7234.333984,24695
2020-08-17,7490.000000,8170.000000,7487.832031,8127.032227,8127.032227,45765
2020-08-18,8222.400391,8499.998047,8140.001953,8353.820313,8353.820313,30070
2020-08-19,8160.000000,8439.597656,8140.001953,8310.656250,8310.656250,17215
2020-08-20,8285.332031,8959.998047,8285.332031,8860.898438,8860.898438,32270
2020-08-21,8990.001953,9220.000000,8963.599609,9008.015625,9008.015625,31275
2020-08-24,9100.000000,9260.000000,8600.000000,8850.276367,8850.276367,125955
2020-08-25,8680.000000,8919.998047,8680.000000,8859.885742,8859.885742,4615
2020-08-26,8900.000000,9500.000000,8900.000000,9445.805664,9445.805664,45600
2020-08-27,9471.005859,10179.998047,9471.005859,9900.488281,9900.488281,20495
2020-08-28,10070.000000,10140.000000,9600.000000,9683.570313,9683.570313,69225
2020-08-31,9800.000000,10934.990234,9600.000000,10886.570313,10886.570313,81256
2020-09-01,11000.000000,11000.000000,10230.009766,10373.769531,10373.769531,60742
2020-09-02,10425.700195,10425.700195,8825.709961,9656.349609,9656.349609,29708
2020-09-03,9199.889648,9299.990234,8685.000000,8814.950195,8814.950195,22993
2020-09-04,8763.000000,9198.990234,8013.009766,9043.110352,9043.110352,38707
2020-09-07,8955.000000,8955.000000,8200.000000,8562.410156,8562.410156,1938
2020-09-08,8359.000000,8359.000000,7170.029785,7240.640137,7240.640137,28513
2020-09-09,7605.000000,7879.990234,7360.000000,7780.240234,7780.240234,51573
2020-09-10,8050.000000,8465.000000,7750.009766,8007.660156,8007.660156,27726
2020-09-11,8100.000000,8100.000000,7700.009766,7898.839844,7898.839844,5216
2020-09-14,7990.000000,8840.000000,7990.000000,8777.490234,8777.490234,22382
2020-09-15,9130.000000,9740.000000,9082.009766,9458.259766,9458.259766,19744
2020-09-17,8999.200195,9200.000000,8551.009766,8834.469727,8834.469727,14534
2020-09-18,9293.000000,9500.000000,9060.879883,9432.780273,9432.780273,69859
2020-09-21,9601.000000,9800.000000,8800.000000,9524.169922,9524.169922,92428
2020-09-22,9298.500000,9407.000000,8966.000000,9236.469727,9236.469727,47176
2020-09-23,9000.000000,9049.990234,8390.000000,8563.169922,8563.169922,19973
2020-09-24,8260.000000,8882.990234,8000.000000,8615.759766,8615.759766,18068
2020-09-25,8840.000000,9150.000000,8840.000000,9063.669922,9063.669922,7097
2020-09-28,9404.110352,9517.000000,9305.009766,9465.650391,9465.650391,13733
2020-09-29,9380.000000,9572.000000,9162.000000,9386.150391,9386.150391,5480
2020-09-30,9430.000000,9650.000000,9410.019531,9489.929688,9489.929688,4683
2020-10-01,9600.000000,9800.000000,9560.169922,9763.280273,9763.280273,7166
2020-10-02,9449.900391,9599.950195,8920.000000,9035.969727,9035.969727,11602
2020-10-05,9081.150391,9249.990234,9001.000000,9113.549805,9113.549805,3201
2020-10-06,9070.009766,9100.000000,8840.000000,8946.429688,8946.429688,5491
2020-10-07,8980.000000,9225.000000,8900.000000,9143.719727,9143.719727,6398
2020-10-08,9255.000000,9420.000000,9100.049805,9117.209961,9117.209961,2847
2020-10-09,9110.000000,9186.000000,9054.160156,9117.209961,9117.209961,2656
2020-10-12,9399.959961,9510.000000,9305.049805,9375.959961,9375.959961,6306
2020-10-13,9340.009766,9613.009766,9340.009766,9541.419922,9541.419922,5018
2020-10-14,9650.000000,9920.000000,9650.000000,9856.759766,9856.759766,10809
2020-10-15,9650.000000,9770.000000,9403.019531,9565.459961,9565.459961,5491
2020-10-16,9571.000000,9671.000000,9295.000000,9302.860352,9302.860352,2775
2020-10-19,9400.000000,9400.000000,9131.009766,9302.860352,9302.860352,3808
2020-10-20,9155.030273,9155.030273,8850.059570,8891.299805,8891.299805,5993
2020-10-21,9120.990234,9134.410156,8900.000000,8928.860352,8928.860352,5046
2020-10-22,9295.000000,9399.990234,8940.000000,8995.089844,8995.089844,8949
2020-10-23,8920.000000,8920.000000,8550.000000,8722.610352,8722.610352,5864
2020-10-26,8680.000000,8900.459961,8615.000000,8796.740234,8796.740234,2486
2020-10-27,8796.740234,8970.000000,8796.740234,8900.000000,8900.000000,2850
2020-10-28,8870.000000,8892.500000,8648.000000,8661.219727,8661.219727,2665
2020-10-29,8705.000000,8925.000000,8704.500000,8790.950195,8790.950195,4872
2020-10-30,8612.950195,8612.950195,8050.000000,8236.839844,8236.839844,6601
2020-11-03,8450.030273,9054.000000,8450.030273,8989.780273,8989.780273,8943
2020-11-04,9100.000000,9199.000000,8777.009766,8828.480469,8828.480469,6162
2020-11-05,8809.009766,9089.990234,8809.009766,9028.410156,9028.410156,3708
2020-11-06,9025.750000,9025.750000,8744.599609,8816.219727,8816.219727,7805
2020-11-09,8909.889648,9170.000000,8561.009766,8610.679688,8610.679688,3754
2020-11-10,8560.000000,8560.000000,8110.009766,8338.070313,8338.070313,3283
2020-11-11,8475.000000,8599.980469,8475.000000,8543.030273,8543.030273,2239
2020-11-12,8585.740234,8663.000000,8450.080078,8500.209961,8500.209961,4849
2020-11-13,8350.019531,8470.000000,8200.000000,8307.049805,8307.049805,3985
2020-11-17,9200.009766,9439.990234,8820.000000,8943.580078,8943.580078,16355
2020-11-18,8988.000000,10049.969727,8988.000000,9890.730469,9890.730469,26424
2020-11-19,10050.000000,10276.320313,9900.019531,10018.070313,10018.070313,13510
2020-11-20,10030.000000,10100.009766,9822.009766,9835.320313,9835.320313,6690
2020-11-23,10051.000000,10594.990234,10051.000000,10542.639648,10542.639648,15574
2020-11-24,10775.000000,11210.000000,10598.000000,11117.660156,11117.660156,71898
2020-11-25,10999.000000,11450.000000,10920.019531,11429.400391,11429.400391,52029
2020-11-26,11400.000000,11450.000000,11397.000000,11449.290039,11449.290039,874
2020-11-27,11470.000000,12020.000000,11470.000000,11759.980469,11759.980469,33086
2020-11-30,12000.089844,12150.000000,11120.000000,11516.459961,11516.459961,36569
2020-12-01,11801.000000,12000.000000,11488.500000,11638.009766,11638.009766,5086
2020-12-02,11428.500000,11442.490234,10940.000000,11371.299805,11371.299805,13758
2020-12-03,11652.000000,11900.000000,11645.000000,11758.360352,11758.360352,5032
2020-12-04,11805.000000,11805.000000,11600.019531,11783.620117,11783.620117,5005
2020-12-07,11912.000000,12882.000000,11912.000000,12754.480469,12754.480469,46970
2020-12-08,12642.299805,12869.990234,12220.009766,12838.059570,12838.059570,48934
2020-12-09,12861.019531,12870.049805,11851.030273,12030.669922,12030.669922,10704
2020-12-10,11749.900391,12558.990234,11355.000000,12500.440430,12500.440430,7888
2020-12-11,12550.000000,12550.000000,12001.219727,12263.929688,12263.929688,2961
2020-12-14,12274.000000,12978.000000,12274.000000,12917.360352,12917.360352,9486
2020-12-15,12960.049805,13040.000000,12573.040039,12616.389648,12616.389648,5589
2020-12-16,12610.000000,12610.000000,12100.000000,12381.049805,12381.049805,3424
2020-12-17,12376.000000,13040.000000,12325.500000,12965.919922,12965.919922,8582
2020-12-18,13100.000000,13599.000000,12580.009766,13003.969727,13003.969727,11111
2020-12-21,13212.400391,13500.000000,12913.860352,12961.519531,12961.519531,7124
2020-12-22,13000.000000,13000.000000,12350.209961,12890.589844,12890.589844,7766
2020-12-23,12895.000000,13060.000000,12551.009766,12966.509766,12966.509766,2579
2020-12-24,12956.509766,13215.129883,12774.000000,13102.440430,13102.440430,2052
2020-12-28,13325.000000,13627.000000,13299.000000,13321.099609,13321.099609,3831
2020-12-29,13350.000000,13350.000000,13100.000000,13244.290039,13244.290039,3581
2020-12-30,13290.000000,13858.000000,13290.000000,13829.820313,13829.820313,7584
2020-12-31,13800.000000,14310.000000,13780.000000,14026.480469,14026.480469,3042
2021-01-04,14100.000000,14756.110352,14100.000000,14600.490234,14600.490234,5604
2021-01-05,14699.990234,14760.009766,14400.000000,14579.660156,14579.660156,2479
2021-01-06,14950.089844,15249.990234,14735.009766,14873.110352,14873.110352,4745
2021-01-07,15200.040039,16350.000000,15200.040039,16293.009766,16293.009766,6955
2021-01-08,16838.009766,17699.859375,16700.009766,17513.220703,17513.220703,9215
2021-01-11,17400.000000,17400.000000,16170.000000,16316.019531,16316.019531,8950
2021-01-12,16550.009766,17300.000000,16550.009766,16932.380859,16932.380859,4767
2021-01-13,17020.210938,17025.000000,16500.000000,16964.539063,16964.539063,2457
2021-01-14,16750.000000,17050.000000,16615.029297,16642.509766,16642.509766,6020
2021-01-15,16950.000000,17030.000000,16250.000000,16319.219727,16319.219727,3734
2021-01-18,16500.000000,16547.000000,16417.500000,16500.000000,16500.000000,120
2021-01-19,16510.000000,16749.990234,16420.050781,16595.529297,16595.529297,4774
2021-01-20,16820.000000,16820.000000,16445.000000,16669.429688,16669.429688,2470
2021-01-21,16688.800781,16790.000000,16560.009766,16660.000000,16660.000000,7176
2021-01-22,16450.000000,16900.000000,16450.000000,16841.779297,16841.779297,2767
2021-01-25,17181.000000,18117.000000,17002.000000,17651.800781,17651.800781,35510
2021-01-26,17740.000000,17900.000000,17433.000000,17653.339844,17653.339844,12308
2021-01-27,17600.000000,17980.230469,17500.000000,17564.669922,17564.669922,12865
2021-01-28,17100.000000,17200.000000,16300.000000,16874.429688,16874.429688,36230
2021-01-29,16849.240234,16939.990234,15930.000000,16349.230469,16349.230469,5061
2021-02-02,16501.000000,17755.000000,16501.000000,17591.009766,17591.009766,9364
2021-02-03,17644.990234,17644.990234,17274.000000,17328.390625,17328.390625,6051
2021-02-04,17350.000000,17350.050781,17050.000000,17307.359375,17307.359375,1897
2021-02-05,17150.000000,17389.990234,16940.009766,17130.669922,17130.669922,1844
2021-02-08,17550.109375,17645.000000,17223.199219,17298.330078,17298.330078,3098
2021-02-09,17330.000000,17330.000000,16975.000000,17048.029297,17048.029297,10661
2021-02-10,17098.000000,17098.000000,16100.030273,16132.009766,16132.009766,9176
2021-02-11,16150.000000,16500.000000,16010.009766,16106.610352,16106.610352,3018
2021-02-12,16190.000000,16220.000000,15750.009766,16220.000000,16220.000000,4900
2021-02-15,16284.000000,16500.000000,16284.000000,16500.000000,16500.000000,167
2021-02-16,16500.009766,16534.990234,16031.000000,16050.179688,16050.179688,7312
2021-02-17,16000.000000,16140.009766,15422.500000,16131.040039,16131.040039,9970
2021-02-18,15898.000000,16158.950195,15820.000000,16004.540039,16004.540039,2421
2021-02-19,16107.000000,16210.000000,15939.000000,15967.559570,15967.559570,3675
2021-02-22,15880.000000,15960.000000,14800.000000,14867.209961,14867.209961,16968
2021-02-23,13991.500000,14634.190430,12850.000000,14487.679688,14487.679688,19700
2021-02-24,14524.000000,15150.000000,14299.990234,15052.219727,15052.219727,10556
2021-02-25,15060.000000,15200.000000,14200.000000,14277.690430,14277.690430,5537
2021-02-26,14445.000000,14620.000000,13899.990234,14275.669922,14275.669922,5932
2021-03-01,14300.000000,14800.000000,14112.929688,14764.879883,14764.879883,3108
2021-03-02,14856.000000,14856.000000,14110.030273,14160.040039,14160.040039,7868
2021-03-03,14499.990234,14518.000000,13650.000000,13736.450195,13736.450195,5487
2021-03-04,13600.000000,13949.990234,12650.030273,13073.660156,13073.660156,13894
2021-03-05,13150.000000,13200.000000,11550.000000,12776.219727,12776.219727,30896
2021-03-08,12769.990234,13300.000000,12070.000000,12175.820313,12175.820313,11566
2021-03-09,12800.000000,14350.000000,12698.000000,14196.559570,14196.559570,19181
2021-03-10,14711.000000,15132.339844,13800.000000,13951.599609,13951.599609,13276
2021-03-11,14500.000000,14500.000000,14089.530273,14400.599609,14400.599609,4169
2021-03-12,14099.990234,14400.000000,13925.000000,14319.650391,14319.650391,3415
2021-03-16,14500.000000,14550.000000,13815.049805,14011.820313,14011.820313,4200
2021-03-17,13700.000000,14300.000000,13580.000000,14226.709961,14226.709961,2391
2021-03-18,14260.000000,14260.000000,13370.000000,13412.589844,13412.589844,5142
2021-03-19,13399.980469,13536.980469,12800.000000,13364.030273,13364.030273,3521
2021-03-22,14065.000000,14399.980469,13800.000000,13938.139648,13938.139648,4890
2021-03-23,13901.000000,13960.000000,13655.019531,13740.669922,13740.669922,7812
2021-03-24,13770.000000,13820.000000,13200.019531,13258.429688,13258.429688,2630
2021-03-25,13000.000000,13350.000000,12850.009766,13281.860352,13281.860352,3307
2021-03-26,13140.330078,13201.799805,12400.000000,12679.120117,12679.120117,6849
2021-03-29,12715.000000,12715.000000,12369.849609,12588.320313,12588.320313,1947
2021-03-30,12400.009766,13100.000000,12225.000000,13044.530273,13044.530273,2782
2021-03-31,13102.030273,13715.000000,13102.030273,13678.919922,13678.919922,6877
2021-04-05,14206.049805,14360.000000,13850.009766,14112.459961,14112.459961,5486
2021-04-06,14099.000000,14099.000000,13780.009766,13963.440430,13963.440430,1796
2021-04-07,13962.000000,13962.000000,13540.000000,13565.000000,13565.000000,2480
2021-04-08,13632.820313,13899.990234,13559.000000,13723.599609,13723.599609,1955
2021-04-09,13700.000000,13749.990234,13500.009766,13631.820313,13631.820313,1376
2021-04-12,13690.000000,14172.990234,13690.000000,14157.330078,14157.330078,25812
2021-04-13,14330.000000,15330.000000,14330.000000,15278.419922,15278.419922,41571
2021-04-14,15410.429688,15654.509766,14651.230469,14686.330078,14686.330078,77520
2021-04-15,14899.990234,14899.990234,14450.000000,14686.690430,14686.690430,6331
2021-04-16,14700.000000,14993.990234,14500.000000,14737.849609,14737.849609,2137
2021-04-19,14699.000000,14699.000000,13748.000000,14103.299805,14103.299805,6642
2021-04-20,14393.120117,14610.000000,14195.000000,14369.309570,14369.309570,2102
2021-04-21,14180.000000,14830.000000,13900.030273,14799.589844,14799.589844,2752
2021-04-22,14790.000000,14978.990234,14300.000000,14335.049805,14335.049805,4656
2021-04-23,14301.000000,14648.990234,14238.000000,14495.410156,14495.410156,2118
2021-04-26,14899.000000,14899.000000,14560.000000,14663.530273,14663.530273,3015
2021-04-27,14450.000000,14500.000000,14100.000000,14154.080078,14154.080078,5182
2021-04-28,14000.000000,14150.000000,13840.000000,13877.629883,13877.629883,5328
2021-04-29,14000.200195,14130.000000,13420.009766,13573.410156,13573.410156,5819
2021-04-30,13500.000000,14435.000000,13400.000000,14301.660156,14301.660156,41863
2021-05-03,14300.000000,14300.000000,13750.009766,13806.679688,13806.679688,41795
2021-05-04,13802.099609,13802.099609,13302.009766,13527.099609,13527.099609,3417
2021-05-05,13690.660156,13824.980469,13550.009766,13605.320313,13605.320313,1514
2021-05-06,13720.000000,13720.000000,13150.009766,13288.080078,13288.080078,2781
2021-05-07,13354.519531,13599.990234,13200.000000,13391.980469,13391.980469,2305
